ID,Title,Categories,_job_whatsapp,_cnpj_rede_lojas,geolocation_city,geolocation_state_long,geolocation_formatted_address,_job_custom_email,cep
5186,"Shelf Bar e Jogos","Bares e Restaurantes, Games, Serviços","+55 31 98494-5327",55.369.398/0001-20,"Belo Horizonte","Minas Gerais","Avenida do Contorno, Cidade Jardim, Belo Horizonte - MG, 30110-051, Brasil",contato@funminds.com.br,30110-047
5183,"VISÃO RARA","Acessórios, Bolsas e mochilas","+55 6 23215-1764",26.695.528/0001-16,Goiânia,Goiás,"Goiânia, GO, Brasil",professormauricioestevao@gmail.com,74120-080
5180,"Planalto Sul","Casa e construção","+55 62 99987-8763",54.995.011/0001-88,"Aparecida de Goiânia",Goiás,"Avenida Jataí, Chácara Bela Vista, Aparecida de Goiânia - GO, 74952-580, Brasil",leandroleite1774@gmail.com,74920-810
5177,"Ótica Centro Visão","Ótica e joalheria","+55 3 13271-4444",06.027.568/0001-82,"Belo Horizonte","Minas Gerais","Rua dos Tamôios, Centro, Belo Horizonte - MG, 30120-050, Brasil",mkt@centrovisao.com.br,
5173,"Dalfrani Ltda",Vestuário,"+undefined 48 99690-8264",05.278.165/0001-43,,,,Dalfranimodas@gmail.com,88270-000
5157,"Continental Ferramentas",Outros,"+55 54 98446-2899",01.625.708/0005-24,Joinville,"Santa Catarina","Rua Dona Francisca, Zona Industrial Norte, Joinville - SC, Brasil",calvin.kintschner@continentalferramentas.com.br,89219-600
5163,"Az Fit Suplementos e Moda",Suplementos,"+55 6 23093-6799",26.637.821/0001-27,Goiânia,Goiás,"Goiânia, GO, Brasil",azfitsuplementosemoda@gmail.com,74120-060
5159,"Boa Noite Colchões","Cama, mesa e banho","+55 6 23999-1111",26.637.821/0001-27,Goiânia,Goiás,"Rua Doutor Joaquim Bonifácio, Criméia Leste, Goiânia - GO, 74660-170, Brasil",boanoitecolchoes2@gmail.com,
5154,Lucidata,"Celulares e acessórios, Eletroportáteis, Informática, Móveis e decorações","+55 7 53602-3206",48.849.387/0001-81,"Feira de Santana",Bahia,"Avenida Getúlio Vargas, Centro, Feira de Santana - BA, 44001-325, Brasil",leonardo@lucidata.com.br,
5149,"Sos Celular","Celulares e acessórios","+55 54 99168-3478",37.837.008/0001-17,"Caxias do Sul","Rio Grande do Sul","Avenida Júlio de Castilhos, 2883, São Pelegrino, Caxias do Sul - RS, 95010-005, Brasil",maria@soscelular.com,95020-035
5140,"Ótica JJB","Ótica e joalheria","+55 4 83267-0205",81.524.936/0001-13,"Nova Trento","Santa Catarina","Rua Santo Inácio, 245, Nova Trento - SC, 88270-000, Brasil",contato@oticajjb.com.br,88270-000
5122,"ConJunto &#8211; Soluções Habitacionais Acessíveis","Casa e construção, Serviços","+undefined 3 13911-9902",33.036.570/0001-90,Contagem,"Minas Gerais","Santa Cruz Industrial, Rua Palermo, Contagem - MG, 32340-240, Brasil",nos@somosconjunto.com.br,32340-550
5121,"Óticas Brasil","Ótica e joalheria",55626293747027,49671838000287,Brasília,"Distrito Federal","Qr 2 Conjunto a, Asa Norte, Brasília - DF, 70630-100, Brasil",eberth.motta@oticasbrasil.com.br,
5120,"Óticas Brasil","Ótica e joalheria",55626293747027,49671838000104,Taguatinga,"Distrito Federal","QS 1 Rua 210, Águas Claras, Taguatinga - DF, 71950-660, Brasil",eberth.motta@oticasbrasil.com.br,
5119,"Óticas Brasil","Ótica e joalheria",55626293747027,49737529000181,Taguatinga,"Distrito Federal","Quadra C 2, 9, Setor Central, Taguatinga - DF, 72010-020, Brasil",eberth.motta@oticasbrasil.com.br,
5118,"Óticas Brasil","Ótica e joalheria",55626293747027,36113890000276,Goiânia,Goiás,"Posê Passeio das Águas, Avenida Perimetral Norte, 1, Jardim Balneário Meia Ponte, Goiânia - GO, 74573-260, Brasil",eberth.motta@oticasbrasil.com.br,
5117,"Óticas Brasil","Ótica e joalheria",55626293747027,36113890000195,"Aparecida de Goiânia",Goiás,"Setor Marista Sul, Aparecida de Goiânia, GO, Brasil",eberth.motta@oticasbrasil.com.br,
5116,"Óticas Brasil","Ótica e joalheria",55626293747027,32841870000180,"Dom Pedrito","Rio Grande do Sul","Rua Sete de Setembro, Dom Pedrito - RS, 96450-000, Brasil",eberth.motta@oticasbrasil.com.br,
5115,"Óticas Brasil","Ótica e joalheria",55626293747027,22594458000310,Goiânia,Goiás,"Shopping Cerrado, Avenida Anhanguera, 10790, Jardim Petrópolis, Goiânia - GO, 74450-010, Brasil",eberth.motta@oticasbrasil.com.br,
5114,"Óticas Brasil","Ótica e joalheria",55626293747027,22594458000159,Goiânia,Goiás,"Avenida Anhanguera, 4659, Central, Goiânia - GO, 74040-010, Brasil",eberth.motta@oticasbrasil.com.br,
5113,"Óticas Brasil","Ótica e joalheria",55626293747027,22594458000400,,,,eberth.motta@oticasbrasil.com.br,
5112,"Óticas Brasil","Ótica e joalheria",55626293747027,31663523000222,"Rio de Janeiro","Rio de Janeiro","Todos os Santos, Rio de Janeiro, RJ, Brasil",eberth.motta@oticasbrasil.com.br,
5111,"Óticas Brasil","Ótica e joalheria",55626293747027,31663523000303,Goiânia,Goiás,"Avenida Anhanguera Quadra 33, 39, Capuava, Goiânia - GO, 74450-010, Brasil",eberth.motta@oticasbrasil.com.br,
5110,"Óticas Brasil","Ótica e joalheria",55626293747027,31663523000141,Goiânia,Goiás,"Avenida Padre Orlando de Morais Quadra 87, Parque Amazônia, Goiânia - GO, 74843-425, Brasil",eberth.motta@oticasbrasil.com.br,
5109,"Óticas Brasil","Ótica e joalheria",55626293747027,30057365000202,Goiânia,Goiás,"Avenida Cento e Trinta e Seis Quadra F44, 118, Sul, Goiânia - GO, 74093-250, Brasil",eberth.motta@oticasbrasil.com.br,
5108,"Óticas Brasil","Ótica e joalheria",55626293747027,30057365000113,,,,eberth.motta@oticasbrasil.com.br,
5107,"Óticas Brasil","Ótica e joalheria",55626293747027,30057365000385,Goiânia,Goiás,"Posê Passeio das Águas, Avenida Perimetral Norte, 1, Jardim Balneário Meia Ponte, Goiânia - GO, 74573-260, Brasil",eberth.motta@oticasbrasil.com.br,
5106,"Óticas Brasil","Ótica e joalheria",55626293747027,30057365000466,"São Carlos","São Paulo","Shopping Iguatemi-Sul, Passeio dos Ipês, Parque Faber Castell I, São Carlos - SP, 13561-385, Brasil",eberth.motta@oticasbrasil.com.br,
5105,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747004542,"Aparecida de Goiânia",Goiás,"Rua Quatorze, Setor Marista Sul, Aparecida de Goiânia - GO, 74971-130, Brasil",eberth.motta@oticasbrasil.com.br,
5104,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747003570,Goiânia,Goiás,"Shopping Cidade Jardim, Avenida Nero Macedo, 400, Cidade Jardim, Goiânia - GO, 74423-015, Brasil",eberth.motta@oticasbrasil.com.br,
5103,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747002922,Anápolis,Goiás,"Avenida Goiás, 679, Setor Central, Anápolis - GO, 75020-100, Brasil",eberth.motta@oticasbrasil.com.br,
5102,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747003147,"São Bento do Sul","Santa Catarina","Centro, São Bento do Sul, SC, Brasil",eberth.motta@oticasbrasil.com.br,
5101,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747001608,Goiânia,Goiás,"Avenida Dr. Ismerino S. Carvalho Q. 8A, 481, Aeroporto, Goiânia - GO, 74075-040, Brasil",eberth.motta@oticasbrasil.com.br,
5100,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747003490,Goiânia,Goiás,"Avenida Americano do Brasil Quadra 263, 12, Marista, Goiânia - GO, 74180-010, Brasil",eberth.motta@oticasbrasil.com.br,
5099,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747003309,Goiânia,Goiás,"C&A, Avenida T-10, 1300, Bueno, Goiânia - GO, 74223-060, Brasil",eberth.motta@oticasbrasil.com.br,
5098,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747001101,Goiânia,Goiás,"Marista, Goiânia, GO, Brasil",eberth.motta@oticasbrasil.com.br,
5097,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747003066,,,,eberth.motta@oticasbrasil.com.br,
5096,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747002841,,,,eberth.motta@oticasbrasil.com.br,
5095,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747003902,Brazlândia,"Distrito Federal","Quadra 6 Rua B, 178, Brazlândia - DF, 72710-062, Brasil",eberth.motta@oticasbrasil.com.br,
5094,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747000121,Goiânia,Goiás,"Avenida Anhanguera, 4849, Central, Goiânia - GO, 74040-010, Brasil",eberth.motta@oticasbrasil.com.br,
5093,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747003228,Goiânia,Goiás,"Avenida 24 de Outubro Quadra 39, 1325, Campinas, Goiânia - GO, 74505-010, Brasil",eberth.motta@oticasbrasil.com.br,
5092,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747001446,Goiânia,Goiás,"Avenida 24 de Outubro Quadra 37, 1183, Campinas, Goiânia - GO, 74505-010, Brasil",eberth.motta@oticasbrasil.com.br,
5091,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747003732,Wallkill,"New York","127 Bona Ventura Ave, Wallkill, NY 12589-3745, United States",eberth.motta@oticasbrasil.com.br,
5090,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747000555,Goiânia,Goiás,"Avenida Deputado Jamel Cecílio, 3300, Jardim Goiás, Goiânia - GO, 74810-100, Brasil",eberth.motta@oticasbrasil.com.br,
5089,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747000717,Goiânia,Goiás,"Avenida Anhanguera, 3284, Central, Goiânia - GO, 74040-010, Brasil",eberth.motta@oticasbrasil.com.br,
5088,"Óticas Brasil","Ótica e joalheria",55626293747027,1536747000474,Goiânia,Goiás,"Rua T-30 Quadra 108, Bueno, Goiânia - GO, 74210-060, Brasil",eberth.motta@oticasbrasil.com.br,
5051,"Seven Odontologia",Serviços,"+55 62 99447-0804",55.406.116/0001-17,Goiânia,Goiás,"Goiânia, GO, Brasil",murilo.odt2015@gmail.com,74093-300
5040,"Carajás Mais Variedades LTDA","Acessórios, Beleza e perfumaria, Bolsas e mochilas, Brinquedos e bebês, Cama, mesa e banho, Celulares e acessórios, Outros, Papelaria, Vestuário","+undefined 88 99610-0609",55.105.710/0001-78,Macapá,Amapá,"Avenida Treze de Setembro, Novo Buritizal, Macapá - AP, 68901-520, Brasil",carajasmaisvariedadessetor1@gmail.com,68904-813
5037,"Dogs Shop",Petshop,"+55 3 13191-2000",17.009.911/0001-82,"Belo Horizonte","Minas Gerais","Avenida Bernardo Monteiro, Santa Efigênia, Belo Horizonte - MG, 30150-283, Brasil",comercial@catsdogsshop.com,
5034,PORANG,Acessórios,"+undefined 62 99672-1476",44.450.640/0001-79,Goiânia,Goiás,"Rua C-142, Jardim América, Goiânia - GO, 74255-190, Brasil",porang.joias@gmail.com,74255-190
5031,"CDL Belo Horizonte",Serviços,"+55 31 98726-4078",17.179.359/0001-70,"Belo Horizonte","Minas Gerais","Avenida João Pinheiro, 495, Nossa Senhora da Boa Viagem, Belo Horizonte - MG, 30130-185, Brasil",dayanne.fernandes@cdlbh.com.br,30130-185
5019,"Intimidade Company Moda Feminina",Vestuário,"+55 31 99244-7544",07.805.078/0001-22,"Belo Horizonte","Minas Gerais","Avenida Waldomiro Lobo, Guarani, Belo Horizonte - MG, 31814-620, Brasil",jussaraaguiarv@gmail.com,31814-620
5016,"Microboot Informática","Informática, Serviços","+55 31 98795-3477",05.960.052/0001-23,Betim,"Minas Gerais","Praca Milton Campos, Rua Padre Osório de Oliveira Braga, Centro, Betim - MG, 32510-010, Brasil",nilciojr@microboot.com.br,32600-134
5012,"Óticas Brasil","Ótica e joalheria","+55 62 99273-5700",01.536.747/0004-74,Goiânia,Goiás,"Avenida Anhanguera, Central, Goiânia - GO, 74043-011, Brasil",eberth.motta@oticasbrasil.com.br,
4669,"OnSize Web",Informática,"+55 88 99210-2411",19.853.808/0001-40,"Juazeiro do Norte",Ceará,"Rua Professora Maria Nilde Couto Bem, Triângulo, Juazeiro do Norte - CE, 63041-155, Brasil",onsize@onsize.com.br,63041-155
5756,"Drogaria Araujo &#8211; Betania","Farmácias e drogarias",30.580-000,017.256.512/0092-53,"Belo Horizonte","Minas Gerais","Rua Úrsula Paulino, 1696, Betânia, Belo Horizonte - MG, 30580-002, Brasil",clarice.aroeira@araujo.com.br,
5755,"Drogaria Araujo &#8211; Bandeirantes","Farmácias e drogarias",30.315-000,017.256.512/0091-72,Anápolis,Goiás,"Avenida Bandeirantes, 809, Bairro de Lourdes, Anápolis - GO, 75095-270, Brasil",clarice.aroeira@araujo.com.br,
5754,"Drogaria Araujo &#8211; Sao Benedito","Farmácias e drogarias",33.120-510,017.256.512/0090-91,"Santa Luzia","Minas Gerais","Avenida Brasília, 2202, São Benedito, Santa Luzia - MG, 33105-492, Brasil",clarice.aroeira@araujo.com.br,
5753,"Drogaria Araujo &#8211; Neves","Farmácias e drogarias",33.805-020,017.256.512/0089-58,"Santa Luzia","Minas Gerais","Rua Ari Teixeira da Costa, 72, Santa Luzia - MG, 33025-010, Brasil",clarice.aroeira@araujo.com.br,
5752,"Drogaria Araujo &#8211; Prado","Farmácias e drogarias",30.410-440,017.256.512/0088-77,"Belo Horizonte","Minas Gerais","Rua Diábase, 303, Prado, Belo Horizonte - MG, 30411-060, Brasil",clarice.aroeira@araujo.com.br,
5751,"Drogaria Araujo &#8211; Sao Camilo","Farmácias e drogarias",31.0150-15,017.256.512/0085-24,"Belo Horizonte","Minas Gerais","Avenida Silviano Brandão, 1682, Horto, Belo Horizonte - MG, 31030-105, Brasil",clarice.aroeira@araujo.com.br,
5750,"Drogaria Araujo &#8211; Jacui","Farmácias e drogarias",31.110-050,017.256.512/0084-43,"Belo Horizonte","Minas Gerais","Rua Jacuí, 940, Floresta, Belo Horizonte - MG, 31110-050, Brasil",clarice.aroeira@araujo.com.br,
5749,"Drogaria Araujo &#8211; Leitura","Farmácias e drogarias",30.320-900,017.256.512/0086-05,"Belo Horizonte","Minas Gerais","BR-356, 3049, Belvedere, Belo Horizonte - MG, Brasil",clarice.aroeira@araujo.com.br,
5748,"Drogaria Araujo &#8211; Lagoa Santa","Farmácias e drogarias",33.400-000,017.256.512/0087-96,"Lagoa Santa","Minas Gerais","Comércio de Gas Boa Esperanca, Rua Acadêmico Nilo Figueiredo, 3235, Lagoa Santa - MG, 33400-000, Brasil",clarice.aroeira@araujo.com.br,
5747,"Drogaria Araujo &#8211; Brasil","Farmácias e drogarias",30.140-000,017.256.512/0082-81,"Belo Horizonte","Minas Gerais","Avenida Brasil, 893, Santa Efigênia, Belo Horizonte - MG, Brasil",clarice.aroeira@araujo.com.br,
5746,"Drogaria Araujo &#8211; Castelo","Farmácias e drogarias",30.840-300,017.256.512/0083-62,"Belo Horizonte","Minas Gerais","Avenida dos Engenheiros, 561, Alípio de Melo, Belo Horizonte - MG, 30840-300, Brasil",clarice.aroeira@araujo.com.br,
5745,"Drogaria Araujo &#8211; Santa Monica","Farmácias e drogarias",31.535-000,017.256.512/0079-86,"Belo Horizonte","Minas Gerais","Avenida Augusto dos Anjos, 400, Rio Branco, Belo Horizonte - MG, 31535-000, Brasil",clarice.aroeira@araujo.com.br,
5744,"Drogaria Araujo &#8211; Vila Soleil","Farmácias e drogarias",326.300-50,017.256.512/0081-09,Betim,"Minas Gerais","Avenida Arthur da Silva Bernardes, 446, Horto, Betim - MG, 32630-050, Brasil",clarice.aroeira@araujo.com.br,
5743,"Drogaria Araujo &#8211; Portal","Farmácias e drogarias",30.710-010,017.256.512/0077-14,"Belo Horizonte","Minas Gerais","Avenida Dom Pedro II, 1927, Carlos Prates, Belo Horizonte - MG, 30710-543, Brasil",clarice.aroeira@araujo.com.br,
5742,"Drogaria Araujo &#8211; Santa Luzia","Farmácias e drogarias",33.010-200,017.256.512/0073-90,"São João del Rei","Minas Gerais","Rua do Carmo, 467, Centro, São João del Rei - MG, 36300-090, Brasil",clarice.aroeira@araujo.com.br,
5741,"Drogaria Araujo &#8211; Centro Betim","Farmácias e drogarias",32.650-720,017.256.512/0080-10,Betim,"Minas Gerais","Avenida Amazonas, 381, Centro, Betim - MG, 32600-065, Brasil",clarice.aroeira@araujo.com.br,
5740,"Drogaria Araujo &#8211; Jardim America","Farmácias e drogarias",30.460-380,017.256.512/0075-52,"Belo Horizonte","Minas Gerais","Rua Maquiné, 99, Jardim América, Belo Horizonte - MG, 30550-176, Brasil",clarice.aroeira@araujo.com.br,
5739,"Drogaria Araujo &#8211; Padre Pedro Pinto","Farmácias e drogarias",31.615-310,017.256.512/0006-20,"Belo Horizonte","Minas Gerais","Rua Padre Pedro Pinto, 1660, Venda Nova, Belo Horizonte - MG, 31615-310, Brasil",clarice.aroeira@araujo.com.br,
5738,"Drogaria Araujo &#8211; Sabará","Farmácias e drogarias",34.700-190,17.256.512/0268-59,,,,clarice.aroeira@araujo.com.br,
5737,"Drogaria Araujo &#8211; Excelsior","Farmácias e drogarias",30.110-040,017.256.512/0057-70,"Belo Horizonte","Minas Gerais","Avenida do Contorno, 6714, Lourdes, Belo Horizonte - MG, 30110-044, Brasil",clarice.aroeira@araujo.com.br,
5736,"Drogaria Araujo &#8211; Conselheiro Lafaiete","Farmácias e drogarias",31.030-010,017.256.512/0076-33,"Belo Horizonte","Minas Gerais","Rua Conselheiro Lafaiete, 748, Sagrada Família, Belo Horizonte - MG, 31030-010, Brasil",clarice.aroeira@araujo.com.br,
5735,"Drogaria Araujo &#8211; Gil Diniz","Farmácias e drogarias",30.320-570,017.256.512/0072-00,Guarda,,"Bairro Nossa Senhora de Fátima, Guarda, Portugal",clarice.aroeira@araujo.com.br,
5734,"Drogaria Araujo &#8211; Shopping Belvedere","Farmácias e drogarias",32.0136-50,017.256.512/0071-29,"Belo Horizonte","Minas Gerais","Avenida Luis Paulo Franco, 933, Belvedere, Belo Horizonte - MG, 30320-570, Brasil",clarice.aroeira@araujo.com.br,
5733,"Drogaria Araujo &#8211; Silviano Brandão","Farmácias e drogarias",30.015-000,17.256.512/0279-01,"Belo Horizonte","Minas Gerais","Avenida Silviano Brandão, 2021, Horto, Belo Horizonte - MG, 31030-035, Brasil",clarice.aroeira@araujo.com.br,
5732,"Drogaria Araujo &#8211; Centenario","Farmácias e drogarias",30.112-020,017.256.512/0069-04,"Belo Horizonte","Minas Gerais","Avenida Getúlio Vargas, Funcionários, Belo Horizonte - MG, 30112-020, Brasil",clarice.aroeira@araujo.com.br,
5731,"Drogaria Araujo &#8211; Visconde Ibituruna","Farmácias e drogarias",30.640-080,017.256.512/0068-23,"Belo Horizonte","Minas Gerais","Avenida Visconde de Ibituruna, 155, Barreiro, Belo Horizonte - MG, 30640-080, Brasil",clarice.aroeira@araujo.com.br,
5730,"Drogaria Araujo &#8211; Guaicuí","Farmácias e drogarias",30.380-380,017.256.512/0028-36,"Belo Horizonte","Minas Gerais","Rua Guaicuí, Coração de Jesus, Belo Horizonte - MG, 30380-380, Brasil",clarice.aroeira@araujo.com.br,
5729,"Drogaria Araujo &#8211; Super Nosso","Farmácias e drogarias",30.140-092,017.256.512/0067-42,"Belo Horizonte","Minas Gerais","Rua Gonçalves Dias, 2001, Lourdes, Belo Horizonte - MG, 30140-092, Brasil",clarice.aroeira@araujo.com.br,
5728,"Drogaria Araujo &#8211; Alipio De Melo","Farmácias e drogarias",30.830-000,017.256.512/0011-98,"Belo Horizonte","Minas Gerais","Avenida Abílio Machado, Inconfidência, Belo Horizonte - MG, 30820-272, Brasil",clarice.aroeira@araujo.com.br,
5727,"Drogaria Araujo &#8211; Amazonas","Farmácias e drogarias",30.480-000,017.256.512/0016-00,"Belo Horizonte","Minas Gerais","Avenida Amazonas, 4746, Nova Suissa, Belo Horizonte - MG, 30421-026, Brasil",clarice.aroeira@araujo.com.br,
5726,"Drogaria Araujo &#8211; Portugal","Farmácias e drogarias",31.560-000,017.256.512/0064-08,"Belo Horizonte","Minas Gerais","Avenida Portugal, 2841, Jardim Atlântico, Belo Horizonte - MG, 31560-000, Brasil",clarice.aroeira@araujo.com.br,
5725,"Drogaria Araujo &#8211; Pedro II","Farmácias e drogarias",30.710-010,017.256.512/0062-38,"Belo Horizonte","Minas Gerais","Avenida Dom Pedro II, 2849, Carlos Prates, Belo Horizonte - MG, 30770-162, Brasil",clarice.aroeira@araujo.com.br,
5724,"Drogaria Araujo &#8211; Tupis","Farmácias e drogarias",30.190-060,017.256.512/0063-19,"Belo Horizonte","Minas Gerais","Rua dos Tupis, 347, Centro, Belo Horizonte - MG, 30190-061, Brasil",clarice.aroeira@araujo.com.br,
5723,"Drogaria Araujo &#8211; São Lucas","Farmácias e drogarias",30.150-300,17.256.512/0240-58,"Belo Horizonte","Minas Gerais","Praça Hugo Werneck, 450, Santa Efigênia, Belo Horizonte - MG, 30150-300, Brasil",clarice.aroeira@araujo.com.br,
5722,"Drogaria Araujo &#8211; Niquelina","Farmácias e drogarias",30.260-100,017.256.512/0060-76,"Belo Horizonte","Minas Gerais","Rua Niquelina, 403, Santa Efigênia, Belo Horizonte - MG, 30260-100, Brasil",clarice.aroeira@araujo.com.br,
5721,"Drogaria Araujo &#8211; Estoril","Farmácias e drogarias",30.455-900,017.256.512/0050-02,"Belo Horizonte","Minas Gerais","Avenida Professor Mário Werneck, 1340, Buritis, Belo Horizonte - MG, 30455-610, Brasil",clarice.aroeira@araujo.com.br,
5720,"Drogaria Araujo &#8211; Tereza Cristina","Farmácias e drogarias",30720-230,17.256.512/0278-20,"Belo Horizonte","Minas Gerais","Avenida Tereza Cristina, 2650, Padre Eustáquio, Belo Horizonte - MG, 30410-600, Brasil",clarice.aroeira@araujo.com.br,
5719,"Drogaria Araujo &#8211; Coracao Eucaristico","Farmácias e drogarias",30.535-460,017.256.512/0058-51,"Belo Horizonte","Minas Gerais","Paróquia Coração Eucarístico de Jesus - BH, Rua Dom Joaquim Silvério, 210, Coração Eucarístico, Belo Horizonte - MG, 30535-620, Brasil",clarice.aroeira@araujo.com.br,
5718,"Drogaria Araujo &#8211; Sao Bento","Farmácias e drogarias",30.350-330,017.256.512/0056-90,"Belo Horizonte","Minas Gerais","Rua Michel Jeha, 20, São Bento, Belo Horizonte - MG, 30350-330, Brasil",clarice.aroeira@araujo.com.br,
5717,"Drogaria Araujo &#8211; Ponto Verde","Farmácias e drogarias",34.000-000,017.256.512/0054-28,Constância,,"Bairro, Constância, Portugal",clarice.aroeira@araujo.com.br,
5716,"Drogaria Araujo &#8211; Stop Center","Farmácias e drogarias",34.000-000,017.256.512/0040-22,"Nova Lima","Minas Gerais","Avenida Toronto, 508, Jardim Canadá, Nova Lima - MG, 34007-658, Brasil",clarice.aroeira@araujo.com.br,
5715,"Drogaria Araujo &#8211; Wal Mart","Farmácias e drogarias",32.210-110,017.256.512/0053-47,"Montes Claros","Minas Gerais","Rua Vinte e Oito, 7, Cidade Industrial, Montes Claros - MG, 39404-467, Brasil",clarice.aroeira@araujo.com.br,
5714,"Drogaria Araujo &#8211; Joao César","Farmácias e drogarias",32.310-000,017.256.512/0052-66,Contagem,"Minas Gerais","Avenida João César de Oliveira, 2788, Contagem - MG, 32340-001, Brasil",clarice.aroeira@araujo.com.br,
5713,"Drogaria Araujo &#8211; Belvedere","Farmácias e drogarias",30.340-080,017.256.512/0051-85,"Belo Horizonte","Minas Gerais","Avenida Luis Paulo Franco, 633, Belvedere, Belo Horizonte - MG, 30320-570, Brasil",clarice.aroeira@araujo.com.br,
5712,"Drogaria Araujo &#8211; Planalto","Farmácias e drogarias",31.720-300,017.256.512/0004-69,"Belo Horizonte","Minas Gerais","Avenida Doutor Cristiano Guimarães, 1691, Planalto, Belo Horizonte - MG, 31720-300, Brasil",clarice.aroeira@araujo.com.br,
5711,"Drogaria Araujo &#8211; Betim","Farmácias e drogarias",32.630-080,017.256.512/0032-12,Betim,"Minas Gerais","Avenida Ediméia Matos Lazarotti, 1441, Angola, Betim - MG, 32651-810, Brasil",clarice.aroeira@araujo.com.br,
5710,"Drogaria Araujo &#8211; Ouro","Farmácias e drogarias",30.220-000,017.256.512/0055-09,"Belo Horizonte","Minas Gerais","Rua do Ouro, 870, Serra, Belo Horizonte - MG, 30220-000, Brasil",clarice.aroeira@araujo.com.br,
5709,"Drogaria Araujo &#8211; Raja Drive","Farmácias e drogarias",30.350-540,017.256.512/0049-60,"Belo Horizonte","Minas Gerais","Avenida Raja Gabaglia, 4427, Santa Lúcia, Belo Horizonte - MG, 30360-663, Brasil",clarice.aroeira@araujo.com.br,
5708,"Drogaria Araujo &#8211; Contorno","Farmácias e drogarias",30.110-110,017.256.512/0048-80,"Belo Horizonte","Minas Gerais","Avenida do Contorno, 6619, Santo Antônio, Belo Horizonte - MG, 30330-200, Brasil",clarice.aroeira@araujo.com.br,
5707,"Drogaria Araujo &#8211; Ponteio","Farmácias e drogarias",31.950-650,17.256.512/0274-05,"Santa Lúcia",Paraná,"Santa Lúcia, PR, Brasil",clarice.aroeira@araujo.com.br,
5706,"Drogaria Araujo &#8211; Bh Shopping","Farmácias e drogarias",30.330-000,017.256.512/0179-49,"Belo Horizonte","Minas Gerais","BR-356, 3049, Belvedere, Belo Horizonte - MG, Brasil",clarice.aroeira@araujo.com.br,
5705,"Drogaria Araujo &#8211; Via Brasil","Farmácias e drogarias",31.710-000,017.256.512/0046-18,"Santo André","São Paulo","Avenida Dom Pedro II, 402, Jardim, Santo André - SP, 09080-000, Brasil",clarice.aroeira@araujo.com.br,
5704,"Drogaria Araujo &#8211; Tiradentes","Farmácias e drogarias",32.230-020,017.256.512/0043-75,"Vila Velha","Espírito Santo","Rua Tiradentes, 4, Industrial, Vila Velha - ES, 29118-755, Brasil",clarice.aroeira@araujo.com.br,
5703,"Drogaria Araujo &#8211; Mcdonald&#8217;S","Farmácias e drogarias",31.170-800,17.256.512/0260-00,"Belo Horizonte","Minas Gerais","Avenida Cristiano Machado, 1911, Silveira, Belo Horizonte - MG, 31140-535, Brasil",clarice.aroeira@araujo.com.br,
5702,"Drogaria Araujo &#8211; Life Center","Farmácias e drogarias",30.110-090,017.256.512/0078-03,"Belo Horizonte","Minas Gerais","Avenida do Contorno, 4731, Serra, Belo Horizonte - MG, 30110-027, Brasil",clarice.aroeira@araujo.com.br,
5701,"Drogaria Araujo &#8211; Perrella","Farmácias e drogarias",30.110-080,017.256.512/0041-03,"Belo Horizonte","Minas Gerais","Avenida do Contorno, 2500, Santa Efigênia, Belo Horizonte - MG, 30110-012, Brasil",clarice.aroeira@araujo.com.br,
5700,"Drogaria Araujo &#8211; Serra","Farmácias e drogarias",30.210-580,017.256.512/0039-99,"Belo Horizonte","Minas Gerais","Rua Professor Estêvão Pinto, 830, Serra, Belo Horizonte - MG, 30220-060, Brasil",clarice.aroeira@araujo.com.br,
5699,"Drogaria Araujo &#8211; Praça Da Bandeira","Farmácias e drogarias",30.130-050,17.256.512/0273-16,"Belo Horizonte","Minas Gerais","Floricultura Mangabeiras, Praça da Bandeira, 190, Comiteco, Belo Horizonte - MG, 30130-050, Brasil",clarice.aroeira@araujo.com.br,
5698,"Drogaria Araujo &#8211; Diamond Mall","Farmácias e drogarias",30.180-111,017.256.512/0036-46,"Belo Horizonte","Minas Gerais","Avenida Olegário Maciel, 1600, Santo Agostinho, Belo Horizonte - MG, 30140-085, Brasil",clarice.aroeira@araujo.com.br,
5697,"Drogaria Araujo &#8211; Lourdes","Farmácias e drogarias",30.170-120,017.256.512/0102-60,"Belo Horizonte","Minas Gerais","Rua Curitiba, 2351, Lourdes, Belo Horizonte - MG, 30170-128, Brasil",clarice.aroeira@araujo.com.br,
